date,o,h,l,c,v,PE_Ratio,PB_Ratio,Turnover,60MA,30D_MA_slope,MA_bias,30D_CP_slope,MA_slope,bias,CP_slope,foreign_NetBuy_Sell,investment_NetBuy_Sell,dealer_NetBuy_Sell,foreign_holding,investment_holding,dealer_holding,Institutional_investors_holding,foreign_holding_ratio,investment_holding_ratio,dealer_holding_ratio,Institutional_investors_holding_ratio,macro_index,K9,MACD_Col,KD_HL,KD_Turn,KD_10_Slope,KD_30_Slope,KD_50_Slope,MACD_HL,MACD_Turn,MACD_Directions,MACD_Direction_Avg,MACD_Trends,MACD_Trend_Avg,RBK,Up,Down,Conti,Count,K_Pattern,Bullish_Hammer,Bullish_BeltHold,cross,inverted_Hammer,TYPE,TYPE2,TYPE2,forwardReturn_10D,forwardReturn_20D,forwardReturn_30D
20101217,8828.05,8860.38,8817.51,8817.9,5848126,15.3,1.94,0.65,8368.71,9.8,0.0523,18.29,Z+0.5D,Z+0.5D,Z+1D,76490,20300,-6688,147318015,6244235,3162854,156725104,32.49,1.33,0.49,34.31,105.41,83.41,15.298,1,-1,-0.0416,0.0376,0.502,1,0,13,0,0,0,-0.0012,0.0037,0,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.017532519,0.017533653,0.037134692
20101220,8861.09,8861.09,8740.3,8768.72,4554626,15.2,1.93,0.5,8378.33,9.9,0.0455,19.53,Z+0.5D,Z+0.5D,Z+1D,7489,-5552,-17988,147330443,6239684,3146060,156716187,32.37,1.33,0.49,34.19,105.41,71.56,10.468,0,0,-0.2308,-0.1389,0.6372,1,0,14,0,0,0,-0.0105,0,0.0032,2,None,black_without_upper_shadows,0,0,0,0,up,up,0,0.029260827,0.017832705,0.039086663
20101221,8802.86,8827.79,8772.59,8827.79,4045030,15.3,1.94,0.44,8388.97,10.01,0.051,21.11,Z+0.5D,Z+0.5D,Z+1D,80819,14144,-6765,147410904,6254679,3140477,156806060,32.36,1.33,0.49,34.18,105.41,74.77,7.751,0,1,-0.2004,-0.1201,0.8619,1,0,15,0,0,0,0.0028,0.0028,0.0063,1,2B,red_lower_shadows>upper_shadows,1,0,0,0,up,up,0,0.019189401,0.01814837,0.020280274
20101222,8847.27,8865.42,8834.32,8860.49,4955324,15.4,1.95,0.56,8399.29,10.11,0.0535,22.76,Z+0.5D,Z+0.5D,Z+1D,56112,8589,13113,147602820,6263901,3151499,157018220,32.42,1.34,0.5,34.26,105.41,82.27,7.243,1,0,-0.1129,-0.014,0.6776,1,0,16,0,0,0,0.0015,0.002,0.003,2,None,red_lower_shadows>upper_shadows,0,1,0,0,up,up,0,-0.001600363,0.025453446,-0.002700754
20101223,8891.41,8914.34,8874.87,8898.87,5518750,15.5,1.96,0.57,8410.31,10.22,0.0565,24.39,Z+0.5D,Z+0.5D,Z+1D,118855,2209,16681,147732051,6266409,3169309,157167769,32.41,1.33,0.49,34.23,105.41,85.79,8.154,1,0,-0.0439,0.3134,0.5967,1,1,17,0,1,0,0.0008,0.0026,0.0027,3,None,red_lower_shadows>upper_shadows,0,1,0,0,up,up,0,-0.001759774,0.013855692,-0.032477157
20101224,8910.61,8911.41,8861.01,8861.1,5113189,15.5,1.96,0.54,8420.59,10.31,0.051,24.73,Z+0.5D,Z+0.5D,Z+1D,95163,2481,-19919,147874512,6269082,3150103,157293697,32.24,1.32,0.49,34.05,105.41,82.31,5.764,1,-1,-0.0752,0.6334,0.9466,1,-1,18,0,0,8.15,-0.0056,0.0001,0,1,3R,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,-0.008845403,0.01052691,-0.019820338
20101227,8866.67,8908.42,8828.67,8892.31,4908100,15.5,1.96,0.48,8431.37,10.37,0.0532,24.51,Z+0.5D,Z+0.5D,Z+1D,135329,-1498,-9897,148014469,6267584,3140501,157422554,32.2,1.31,0.48,33.99,105.41,84.81,3.319,1,1,-0.002,0.7349,1.2426,1,0,19,0,0,0,0.0029,0.0047,0.0072,1,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,-0.008370154,0.006239099,-0.019160376
20101228,8919.26,8919.26,8839.83,8870.76,4407402,15.5,1.96,0.43,8442.54,10.41,0.0495,24.35,Z+0.5D,Z+0.5D,Z+1D,99016,15281,-30890,148115871,6282885,3112045,157510801,32.25,1.31,0.48,34.04,105.41,80.84,0.194,1,-1,-0.034,0.9585,0.9853,1,0,20,0,0,0,-0.0055,0,0.0035,1,None,black_without_upper_shadows,0,0,0,0,up,up,0,0.006831433,0.013598609,-0.01778878
20101229,8878.1,8893.14,8844.67,8866.35,6494051,15.5,1.96,0.61,8452.24,10.41,0.0478,23.53,Z+0.5D,Z+0.5D,Z+1D,101199,12705,-32216,148249112,6296077,3081310,157626499,32.18,1.3,0.47,33.95,105.41,77.37,-3.338,0,0,-0.0991,1.0047,0.7565,-1,0,1,18.07,1,0,-0.0013,0.0017,0.0024,2,None,black_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.011126337,0.021343619,-0.020580058
20101230,8883.21,8920.79,8871.07,8907.91,5381326,15.5,1.97,0.54,8462.64,10.4,0.0513,22.89,Z+0.5D,Z+0.5D,Z+1D,107629,8262,-20729,148379838,6306738,3063531,157750107,32.19,1.3,0.47,33.96,105.41,82.53,-4.264,1,1,-0.0106,1.022,0.5688,-1,0,2,0,2,0,0.0028,0.0042,0.0041,1,2B,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,0.007596619,0.021825546,-0.007192484
20101231,8936.11,8990.38,8932.64,8972.5,6480653,15.7,1.95,0.64,8474.78,10.4,0.0571,22.55,Z+0.5D,Z+0.5D,Z+1D,-11763,24122,9153,148489820,6331368,3074835,157896023,32.28,1.3,0.47,34.05,105.41,85.62,-1.534,1,0,0.1794,0.7618,0.2845,-1,1,3,0,0,-3.8,0.0041,0.0061,0.0045,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,1.11E-06,0.019264419,-0.014854277
20110103,9039.63,9041.32,8994.5,9025.3,6668624,13.4,1.96,0.62,8488.92,10.43,0.0613,22.73,Z+0.5D,Z+1D,Z+1D,196442,13804,24761,148705063,6345272,3101571,158151906,32.24,1.3,0.48,34.02,105.4,87.9,2.681,1,0,0.1618,0.7553,0.1547,1,0,1,-3.05,1,0,-0.0016,0.0002,0.0034,1,2R,black_lower_shadows>upper_shadows,0,0,0,0,up,up,0,-0.011103232,0.009546497,-0.038960478
20110104,9045.11,9046.18,8988.58,8997.19,7000415,13.3,1.95,0.67,8504.04,10.48,0.0564,22.12,Z+0.5D,Z+0.5D,Z+1D,62281,25041,3324,148767320,6370512,3109601,158247433,32.27,1.3,0.48,34.05,105.4,84.43,3.2,1,-1,0.0259,0.7495,0.1002,1,0,2,0,2,0,-0.0053,0.0001,0.001,2,None,black_lower_shadows>upper_shadows,0,0,0,0,up,up_end,up_end,-0.00102143,0.001070334,-0.052044027
20110105,9014.32,9027.16,8812.36,8846.31,7666161,13.1,1.92,0.76,8516.37,10.55,0.038,20.02,Z+0.5D,Z+0.5D,Z+1D,2811,-12599,-38569,148770036,6357944,3073573,158201553,32.21,1.3,0.48,33.99,105.4,61.13,-5.649,0,0,-0.3389,0.1851,-0.2878,-1,-1,1,2.94,3,0,-0.0188,0.0014,0.0038,3,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold_start,hold_start,0.027097174,-0.001102154,-0.034440349
20110106,8866.23,8883.21,8813.63,8883.21,5882917,13.2,1.93,0.58,8527.5,10.62,0.0409,18.28,Z+0.5D,Z+0.5D,Z+1D,26292,-38290,20352,148790516,6319809,3094527,158204852,32.24,1.29,0.48,34.01,105.4,50.85,-13.06,0,0,-0.4816,0.0071,-0.4441,-1,0,2,0,4,0,0.0019,0.0019,0.0079,1,3B,red_lower_shadows>upper_shadows,1,0,0,0,hold,hold,0,0.015642994,-0.030771534,-0.031920893
20110107,8905.25,8907.11,8738.93,8782.72,6301315,13,1.91,0.68,8537.12,10.68,0.0284,15.39,Z+0.5D,Z+0D,Z+0.5D,23684,-2988,-72336,145888467,6258051,2989353,155135871,31.52,1.27,0.45,33.24,105.4,38.65,-22.07,0,0,-0.7859,-0.4464,-0.7754,-1,0,3,0,5,0,-0.0139,0.0002,0.005,1,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.019545198,-0.011072879,-0.006280514
20110110,8798.05,8817.88,8762.5,8817.88,4240620,13,1.91,0.43,8549.74,10.73,0.0309,12.9,Z+0.5D,Z+0.5D,Z+0.5D,38603,-14137,-18984,145927878,6244238,2970960,155143076,31.59,1.27,0.45,33.31,105.4,34.33,-27.469,0,0,-0.8565,-0.5919,-0.8735,-1,0,4,0,6,0,0.0023,0.0023,0.0063,1,None,red_lower_shadows>upper_shadows,1,0,0,0,hold,hold,0,0.014732566,-0.0108813,-0.022452109
20110111,8810.77,8935.27,8794.77,8931.36,5152772,13.2,1.94,0.55,8564.49,10.8,0.0419,10.98,Z+0.5D,Z+0.5D,Z+0.5D,315378,2912,27214,146248105,6247612,2999077,155494794,31.68,1.27,0.46,33.41,105.4,43.76,-24.324,0,1,-0.5699,-0.5348,-0.5188,-1,1,5,0,0,-10.39,0.0136,0.014,0.0154,2,None,red_lower_shadows>upper_shadows,0,1,0,0,hold,hold,0,0.006721261,-0.024453163,-0.021608131
20110112,8992.01,9000.78,8955.47,8965,5604573,13.2,1.94,0.59,8578.5,10.87,0.0441,10.04,Z+0.5D,Z+0.5D,Z+0.5D,195616,16863,27535,146453072,6264474,3027080,155744626,31.69,1.27,0.46,33.42,105.4,53.7,-17.26,0,0,-0.4297,-0.3741,-0.3252,-1,0,6,0,0,0,-0.003,0.001,0.0011,1,2R,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.010104852,-0.031357501,-0.020145008
20110113,9034.17,9034.17,8948.23,8975.58,5632000,13.3,1.95,0.61,8592.57,10.98,0.0436,9.43,Z+0.5D,Z+0.5D,Z+0.5D,236051,-1224,-39212,146688395,6263479,2988401,155940275,31.72,1.27,0.45,33.44,105.4,61.47,-11.998,0,0,-0.3314,-0.2915,-0.279,-1,0,7,0,0,0,-0.0065,0,0.0031,2,None,black_without_upper_shadows,0,0,0,0,hold,hold,0,0.01412165,-0.014677603,-0.029166917
20110114,8985.34,8998.14,8937.5,8972.51,4141531,13.3,1.95,0.43,8605.98,11.1,0.0417,8.89,Z+0.5D,Z+0.5D,Z+0D,167743,-11229,-1178,146878253,6252268,2987662,156118183,31.75,1.27,0.45,33.47,105.4,66.32,-9.713,0,0,-0.2817,-0.2708,-0.1917,-1,0,8,0,0,0,-0.0014,0.0014,0.0039,3,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.019263283,-0.014855375,-0.025049847
20110117,8998.89,9006.36,8921.19,8925.09,5099019,13.2,1.93,0.54,8616.28,11.24,0.0352,8.42,Z+1D,Z+0.5D,Z+0D,85599,-34017,-19372,146964243,6218677,2968956,156151876,31.86,1.26,0.45,33.57,105.4,65.23,-10.19,0,-1,-0.258,-0.3234,-0.2315,-1,-1,9,0,1,0,-0.0082,0.0008,0.0004,4,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.020881582,-0.028170024,-0.019615488
20110118,8889.84,9003.45,8887.06,8988,5269036,13.3,1.95,0.54,8627.03,11.37,0.041,8.28,Z+1D,Z+0.5D,Z+0D,150966,-14557,14399,147114982,6205369,2985918,156306269,31.9,1.26,0.45,33.61,105.4,71.61,-9.29,0,1,0.1582,-0.2436,-0.1633,-1,1,10,0,0,-10.19,0.011,0.0127,0.0113,1,4B,red_upper_shadows>_lower_shadows,0,1,0,0,hold,hold,0,0.002093903,-0.051074766,-0.038395639
20110119,9023.3,9092.28,9005.77,9086.02,5587862,13.4,1.97,0.62,8640.28,11.5,0.0503,8.64,Z+1D,Z+0.5D,Z+0D,254165,-590,-17954,147389451,6205673,2969401,156564525,31.99,1.26,0.45,33.7,105.4,80.48,-2.533,1,0,0.4591,-0.1349,-0.036,-1,0,11,0,0,0,0.0069,0.0076,0.0089,2,None,red_lower_shadows>upper_shadows,0,1,0,0,hold,hold,0,-0.027455365,-0.059914022,-0.057032672
20110120,9059.8,9063.52,9017.8,9022.17,4516673,13.3,1.95,0.5,8651.41,11.61,0.042,8.76,Z+1D,Z+0.5D,Z+0D,66776,-23631,-5946,147455289,6182527,2964425,156602241,31.92,1.25,0.45,33.62,105.4,79.9,-1.194,0,-1,0.7262,-0.115,0.2423,-1,0,12,0,0,0,-0.0042,0.0004,0.0005,1,2R,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,-0.045699649,-0.046831306,-0.055657342
20110121,8935.29,8980.54,8892.27,8954.38,4591420,13.2,1.94,0.51,8662.54,11.72,0.0331,8.09,Z+1D,Z+0.5D,Z+0D,-110407,-20794,-16355,147394143,6164512,2949064,156507719,31.8,1.25,0.44,33.49,105.4,71.15,-6.506,0,0,0.7288,-0.2209,0.4877,-1,-1,13,0,1,0,0.0021,0.0051,0.007,1,None,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,-0.030031113,-0.02533062,-0.080362906
20110124,8983.59,8993.56,8927.49,8947.79,3914740,13.2,1.94,0.4,8672,11.8,0.0313,7.39,Z+1D,Z+0.5D,Z+0D,34417,-14376,-16747,147428659,6150673,2933341,156512673,31.84,1.25,0.44,33.53,105.4,57.3,-9.642,0,0,0.2696,-0.3941,0.3428,-1,0,14,0,2,0,-0.004,0.0011,0.0023,1,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,-0.025241987,-0.036644803,-0.069649601
20110125,9001.74,9032.3,8991.39,8991.39,4347752,13.3,1.95,0.48,8682.78,11.87,0.0349,6.9,Z+1D,Z+0.5D,Z+0D,160320,26977,-551,149960946,6225165,2962640,159148751,32.75,1.27,0.45,34.47,105.4,55.15,-8.759,0,0,0.0266,-0.4165,0.5761,-1,1,15,0,0,-8.07,-0.0012,0.0034,0,2,None,black_without_lower_shadows,0,0,0,0,hold,hold,0,-0.030966291,-0.028140254,-0.078819849
20110126,9010.41,9072.76,9009.18,9055.59,4745715,13.4,1.96,0.54,8695.47,11.93,0.0406,6.83,Z+1D,Z+0.5D,Z+0D,127514,-6957,31020,150153416,6218207,2995218,159366841,32.83,1.27,0.46,34.56,105.4,64.14,-5.389,0,1,0.0425,-0.2866,0.8171,-1,0,16,0,0,0,0.005,0.0069,0.0051,1,2B,red_upper_shadows>_lower_shadows,0,1,0,0,hold,hold,0,-0.041047574,-0.029947248,-0.072975919
20110127,9093.54,9126.93,9092.97,9102.33,4911766,13.5,1.97,0.58,8707.88,11.97,0.0443,7.1,Z+1D,Z+0.5D,Z+0D,192797,-9353,-10626,150339538,6209206,2985386,159534130,32.99,1.27,0.45,34.71,105.4,72.67,-0.002,0,0,0.0914,-0.1378,0.8948,-1,0,17,0,0,0,0.001,0.0037,0.001,2,None,red_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,-0.028398223,-0.042685774,-0.06972061
20110128,9122.16,9154.93,9095.71,9145.35,4901183,13.5,1.98,0.6,8719.48,12.02,0.0477,7.76,Z+1D,Z+0.5D,Z+0D,145352,-1092,-22905,150490225,6208472,2963308,159662005,33.05,1.27,0.45,34.77,105.4,80.59,4.583,1,0,0.2115,0.1188,0.7012,1,0,1,-10.89,1,0,0.0025,0.0036,0.0054,3,None,red_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,-0.033473842,-0.043475646,-0.069686781
20110208,9220.69,9220.69,9085.41,9111.46,5329466,13.6,1.97,0.67,8730.83,12.04,0.0427,7.71,Z+1D,Z+0.5D,Z+0D,-42432,7946,7842,150584341,6217985,2975196,159777522,32.9,1.27,0.44,34.61,105.33,84.49,-1.962,1,0,0.1654,0.1222,0.7158,-1,-1,1,0,2,0,-0.0119,0,0.0029,1,3R,black_without_upper_shadows,0,0,0,0,hold,hold,0,-0.048048282,-0.039668725,-0.062161278
20110209,9107.96,9129.88,8992.64,9006.82,5111081,13.4,1.95,0.61,8740.18,12.05,0.0301,7.24,Z+1D,Z+0.5D,Z+0D,-101611,-27617,-21063,150482612,6192050,2955262,159629924,32.78,1.27,0.44,34.49,105.33,67.95,-10.24,0,-1,-0.1692,-0.1912,0.5324,-1,0,2,0,3,0,-0.0112,0.0024,0.0016,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold_end,hold_end,-0.053057572,-0.040404938,-0.047788232
20110210,8962.07,8979.35,8836.56,8836.56,5253941,13.2,1.91,0.62,8746.62,12.01,0.0102,5.82,Z+1D,Z+0D,Z+0D,-432694,-42315,-72985,150049873,6150254,2883498,159083625,32.65,1.27,0.43,34.35,105.33,45.3,-25.912,0,0,-0.5675,-0.6386,-0.1146,-1,0,3,0,4,0,-0.0141,0.0019,0,3,None,black_without_lower_shadows,0,0,0,0,down,down_start,down_start,-0.033374978,-0.030412287,-0.025594802
20110211,8842.41,8842.41,8574.65,8609.86,6427353,12.8,1.86,0.75,8749.5,11.91,-0.0161,3.21,Z+1D,Z-0D,Z+0D,-475290,-55505,-133852,149589342,6094770,2750404,158434516,32.67,1.26,0.42,34.35,105.33,32.02,-48.611,0,0,-0.7984,-0.9441,-0.4554,-1,0,4,0,5,0,-0.0267,0,0.0041,4,None,black_without_upper_shadows,0,0,0,0,down,down,0,-0.00118585,-0.010434548,-0.006597088
20110214,8666.61,8715.97,8626.66,8685.47,4426848,12.9,1.88,0.52,8755.65,11.77,-0.008,0.96,Z+1D,Z-0D,Z+0D,-330774,-23837,2353,149281531,6071452,2754107,158107090,32.72,1.27,0.42,34.41,105.33,27.06,-59.59,0,0,-0.7502,-1.1424,-0.8029,-1,0,5,0,6,0,0.0022,0.0057,0.0068,1,4B,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,0.004846024,-0.051890111,-0.010235485
20110215,8679.12,8753.05,8565.05,8721.93,4732316,13,1.89,0.57,8763.68,11.6,-0.0048,-0.77,Z+1D,Z-0D,Z-0D,-247717,-36142,-9849,149014455,6036492,2745900,157796847,32.75,1.28,0.42,34.45,105.33,26.02,-62.966,0,0,-0.7512,-1.1336,-0.8691,-1,0,6,0,7,0,0.0049,0.0085,0.0182,2,None,red_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.011698099,-0.045557577,-0.008670099
20110216,8740.32,8767.09,8702.81,8712.96,4453967,13,1.89,0.53,8770.36,11.41,-0.0066,-2.62,Z+1D,Z-0D,Z-0D,-182020,-25900,5631,148842357,6011319,2752581,157606257,32.68,1.27,0.42,34.37,105.33,24.87,-59.892,0,0,-0.9474,-1.1349,-1.0998,-1,1,7,0,0,-29.24,-0.0031,0.0031,0.0012,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,0.002916345,-0.049382759,-0.003404124
20110217,8738.71,8745.65,8669.77,8683.88,4584619,12.9,1.88,0.53,8777.49,11.19,-0.0107,-4.63,Z+0.5D,Z-0D,Z-0D,-239356,274,-37933,148617848,6011648,2720417,157349913,32.68,1.27,0.41,34.36,105.33,22.62,-56.734,0,0,-1.1671,-1.2943,-1.2386,-1,0,8,0,0,0,-0.0063,0.0008,0.0016,2,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,0.011575471,-0.033295025,0.002447063
20110218,8763.69,8874.5,8763.69,8843.84,4949054,13.2,1.91,0.55,8786.83,10.95,0.0065,-5.23,Z+0.5D,Z+0D,Z-0D,237791,4818,5421,148897145,6016785,2726475,157640405,32.69,1.28,0.41,34.38,105.33,29.25,-43.102,0,1,-1.0135,-1.074,-1.0341,-1,0,9,0,0,0,0.0091,0.0126,0.0091,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.014705151,-0.042530168,0.000920415
20110221,8867.16,8867.16,8797.25,8839.22,4238361,13.2,1.91,0.5,8795.72,10.71,0.0049,-5.39,Z+0.5D,Z+0D,Z-0D,-66349,-7108,5196,148829642,6009834,2735947,157575423,32.7,1.28,0.42,34.4,105.33,35.68,-31.912,0,0,-0.862,-0.9016,-0.8907,-1,0,10,0,0,0,-0.0032,0,0.0048,1,None,black_without_upper_shadows,0,0,0,0,down,down,0,-0.010348198,-0.037467107,0.00707076
20110222,8744.81,8744.81,8613.34,8673.67,5465913,12.9,1.88,0.65,8800.7,10.46,-0.0145,-6.19,Z+0.5D,Z-0D,Z-0D,-418289,-43989,-47422,148448610,5966327,2691896,157106833,32.68,1.28,0.41,34.37,105.33,32.53,-33.202,0,-1,-0.7366,-0.9538,-1.0192,-1,-1,11,0,1,0,-0.0082,0,0.007,2,None,black_without_upper_shadows,0,0,0,0,down,down,0,0.008802502,-0.014825328,0.025464423
20110223,8604.32,8673.2,8521.25,8528.94,4938131,12.7,1.85,0.59,8804.04,10.19,-0.0317,-7.97,Z+0.5D,Z-0.5D,Z-0D,-97632,-44598,-5347,148351775,5922502,2688062,156962339,32.67,1.26,0.41,34.34,105.33,22.41,-39.235,0,0,-0.7038,-1.0035,-1.4053,-1,0,12,0,2,0,-0.0088,0.008,0.0009,3,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,0.013361567,0.005564584,0.041192692
20110224,8561.16,8633.24,8541.64,8541.64,4113973,12.7,1.85,0.52,8808.11,9.9,-0.0307,-10.5,Z+0.5D,Z-0.5D,Z-0.5D,-206468,-25905,18364,148142992,5899278,2707276,156749546,32.64,1.27,0.42,34.33,105.33,16.86,-40.511,-1,0,-0.6414,-1.1039,-1.6979,-1,0,13,0,3,0,-0.0023,0.0084,0,4,None,black_without_lower_shadows,0,0,0,0,down,down,0,0.003064985,0.008048806,0.022355192
20110225,8597.87,8635.04,8470.09,8599.65,5494486,12.8,1.86,0.74,8812.27,9.59,-0.0244,-12.26,Z+0.5D,Z-0D,Z-0.5D,-198660,-36373,45319,147944380,5863864,2753234,156561478,32.71,1.28,0.43,34.42,105.33,21.92,-38.002,0,1,-0.2107,-0.5671,-1.4084,-1,1,14,0,0,-37.65,0.0002,0.0043,0.0152,1,4B,red_lower_shadows>upper_shadows,0,0,1,0,down,down,0,-0.009259679,-0.005417662,0.02099504
20110301,8611.79,8734.24,8611.79,8727.56,4328209,13.1,1.89,0.55,8819.2,9.26,-0.0104,-13.76,Z+0.5D,Z-0D,Z-0.5D,-32531,-11675,26918,147903535,5852291,2780535,156536361,32.78,1.29,0.43,34.5,105.15,35.84,-25.978,0,0,0.3202,0.043,-0.9066,-1,0,15,0,0,0,0.0134,0.0141,0.0134,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,down,down,0,-0.056462516,-0.015008777,0.008612946
20110302,8675.37,8709.57,8619.9,8619.9,4171062,12.9,1.87,0.52,8823.41,8.92,-0.0233,-15.69,Z+0.5D,Z-0D,Z-0.5D,-334266,-39866,10363,147570329,5812465,2791264,156174058,32.74,1.29,0.44,34.47,105.15,36.24,-20.186,0,0,0.3765,-0.1886,-0.8523,-1,0,16,0,0,0,-0.0064,0.0039,0,1,2R,black_without_lower_shadows,0,0,0,0,down,down,0,-0.034260258,0.003063841,0.011394564
20110303,8661.63,8758.89,8661.63,8738.37,4732889,13.1,1.89,0.56,8829.51,8.6,-0.0104,-15.98,Z+0.5D,Z-0D,Z-0.5D,79284,-27494,50659,147667816,5787308,2842301,156297425,32.72,1.29,0.45,34.46,105.15,46.27,-9.625,0,0,0.7157,-0.1489,-0.592,-1,0,17,0,0,0,0.0088,0.0112,0.0088,1,None,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.052147025,-0.006302091,-0.002733919
20110304,8815.52,8829.23,8771.89,8784.4,4787283,13.1,1.9,0.59,8833.91,8.28,-0.0056,-15.66,Z+0.5D,Z-0D,Z-0.5D,168909,-5199,-22585,147848061,5783265,2821029,156452355,32.86,1.29,0.44,34.59,105.15,57.23,2.511,0,0,0.6712,-0.0715,-0.4006,1,0,1,-35.74,1,0,-0.0035,0.0016,0.0014,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.044357042,-0.009023952,-0.016603297
20110307,8769.87,8769.87,8706.38,8713.79,3691505,13,1.89,0.43,8836.05,7.96,-0.0139,-15.65,Z+0.5D,Z-0D,Z-0.5D,2263,-42367,2802,147850988,5741102,2824731,156416821,32.78,1.29,0.45,34.52,105.15,60.77,6.395,0,0,0.5325,-0.0874,-0.3167,1,0,2,0,2,0,-0.0064,0,0.0009,2,None,black_without_upper_shadows,0,0,0,0,down,down,0,-0.028240295,0.015858771,0.011417535
20110308,8692.1,8768.31,8692.1,8747.75,3971494,13.1,1.89,0.48,8838.11,7.64,-0.0103,-15.32,Z+0.5D,Z-0D,Z-0.5D,46554,-43096,-4173,147897227,5698006,2821528,156416761,32.81,1.29,0.45,34.55,105.15,66.28,9.967,0,0,0.7117,0.016,-0.0766,1,0,3,0,3,0,0.0064,0.0087,0.0064,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,down,down,0,-0.027402475,0.017601097,0.023994742
20110309,8810.35,8824.41,8730.74,8750.02,4411629,13.1,1.89,0.51,8838.91,7.3,-0.0101,-15.2,Z+0.5D,Z-0D,Z-0.5D,-42601,-28783,14015,147855245,5669326,2836108,156360679,32.75,1.29,0.45,34.49,105.15,70.17,13.886,0,0,1.1414,-0.0203,-0.0635,1,0,4,0,4,0,-0.0069,0.0016,0.0022,1,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down,0,-0.023421661,0.016516534,0.025075371
20110310,8754.41,8754.41,8635.75,8642.9,4426048,12.9,1.87,0.51,8837.88,6.92,-0.0223,-15.26,Z+0.5D,Z-0D,Z-0.5D,-111716,-45480,-15138,147744146,5623964,2821752,156189862,32.61,1.29,0.45,34.35,105.15,62.82,10.15,0,-1,1.3153,-0.2477,-0.2697,1,-1,5,0,0,8.19,-0.0128,0,0.0008,2,None,black_without_upper_shadows,0,0,0,0,down,down,0,-0.007694177,0.027464161,0.035618832
20110311,8566.91,8593.71,8513.51,8567.82,4024242,12.8,1.86,0.49,8835.61,6.52,-0.0308,-14.97,Z+0.5D,Z-0.5D,Z-0.5D,-279076,-22493,-24917,147329284,5601659,2797848,155728791,32.46,1.29,0.45,34.2,105.15,47.61,0.93,0,0,0.7756,-0.5177,-0.5889,1,0,6,0,0,0,0.0001,0.0031,0.0064,1,2B,red_lower_shadows>upper_shadows,0,0,1,0,down,down,0,0.004968592,0.019231263,0.044389355
20110314,8616.29,8616.29,8395.11,8520.02,5092538,12.7,1.84,0.57,8831.72,6.09,-0.0359,-15.2,Z+0.5D,Z-0.5D,Z-0.5D,-85166,-45194,-34343,147243899,5556464,2766097,155566460,32.53,1.28,0.44,34.25,105.15,41.33,-7.39,0,0,0.1425,-0.5432,-0.6889,-1,0,1,7.31,1,0,-0.0112,0,0.0148,1,None,black_without_upper_shadows,0,0,0,0,down,down,0,0.003877925,0.030537487,0.062116051
20110315,8493.83,8519.9,8070.52,8234.78,7200364,12.3,1.78,0.85,8823.65,5.6,-0.0691,-17.52,Z+0.5D,Z-1D,Z-0.5D,-260703,-52796,-35442,147019237,5504121,2732752,155256110,32.49,1.26,0.44,34.19,105.15,34.77,-27.458,0,0,-0.0414,-0.4995,-0.8917,-1,0,2,0,2,0,-0.031,0.0031,0.0201,2,None,black_lower_shadows>upper_shadows,0,0,0,0,down,down_end,down_end,0.043934386,0.068969663,0.097876325
20110316,8317.38,8372.02,8257.08,8324.58,5048667,12.5,1.8,0.64,8816.78,5.07,-0.0574,-18.98,Z+0D,Z-0.5D,Z-1D,-39045,-4951,35476,146983658,5500044,2768472,155252174,32.49,1.28,0.45,34.22,105.15,34.34,-34.473,0,0,-0.2982,-0.4737,-0.8562,-1,0,3,0,3,0,0.0009,0.0065,0.0081,1,2B,red_lower_shadows>upper_shadows,0,0,0,0,up,up_start,up_start,0.038648196,0.047274457,0.082081018
